"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"3545",0,1468622538,"Tue Apr 07 02:47:23 PDT 2009","NO_QUERY","B00G1T","Been sent to the naughty boys corner in work  http://twitpic.com/2y86s","Been sent to the naughty boys corner in work  http//twitpiccom/2y86s","Been sent to the naughty boys corner in work  http  twitpiccom 2y86s"," Been sent naughty boys corner work http twitpiccom 2y86s"
"3546",0,1468622564,"Tue Apr 07 02:47:23 PDT 2009","NO_QUERY","MattStannells","@triplejsr the new eminem single, &quot;we made you&quot; it's got zero plays on aftermath's myspace,  i wanna hear it soo bad","triplejsr the new eminem single quotwe made youquot it's got zero plays on aftermath's myspace  i wanna hear it soo bad","triplejsr the new eminem single quotwe made youquot it s got zero plays on aftermath s myspace  i wanna hear it soo bad"," triplejsr new eminem single quotwe made youquot s got zero plays aftermath s myspace wanna hear soo bad"
"3547",0,1468622718,"Tue Apr 07 02:47:26 PDT 2009","NO_QUERY","knibbcess","i am wondering how to work this site ","i am wondering how to work this site ","i am wondering how to work this site "," am wondering work site"
"3548",0,1468622735,"Tue Apr 07 02:47:27 PDT 2009","NO_QUERY","marktheescape","Finally home from work ","Finally home from work ","Finally home from work "," home work"
"3549",0,1468622896,"Tue Apr 07 02:47:31 PDT 2009","NO_QUERY","apieceofherlife","cant wait for easter, but then after that, it will be study time ","cant wait for easter but then after that it will be study time ","cant wait for easter but then after that it will be study time "," cant wait easter then will be study time"
"3550",0,1468623062,"Tue Apr 07 02:47:34 PDT 2009","NO_QUERY","PaulaCoMayo","back at work after a great weekend, my brothers have left home and gone back to england though with my gorgeous nephews, miss them ","back at work after a great weekend my brothers have left home and gone back to england though with my gorgeous nephews miss them ","back at work after a great weekend my brothers have left home and gone back to england though with my gorgeous nephews miss them "," back work great weekend brothers have left home gone back england gorgeous nephews miss"
"3551",0,1468623158,"Tue Apr 07 02:47:36 PDT 2009","NO_QUERY","LozzieCousins","@nikrosser I don't think there is any kind of good stroke. I'll wait to hear from you. I love that little cat.  L xxx","nikrosser I don't think there is any kind of good stroke I'll wait to hear from you I love that little cat  L xxx","nikrosser I don t think there is any kind of good stroke I ll wait to hear from you I love that little cat  L xxx"," nikrosser don think is kind good stroke ll wait hear love little cat L"
"3552",0,1468623274,"Tue Apr 07 02:47:38 PDT 2009","NO_QUERY","Vikx993","argh cant stop yawning ","argh cant stop yawning ","argh cant stop yawning "," argh cant stop yawning"
"3553",0,1468623578,"Tue Apr 07 02:47:45 PDT 2009","NO_QUERY","tiedyeina","if you have a computer which isn't doing much (or a CPU core not doing much, if you're technical), get in touch? I need processing power ","if you have a computer which isn't doing much or a CPU core not doing much if you're technical get in touch I need processing power ","if you have a computer which isn t doing much or a CPU core not doing much if you re technical get in touch I need processing power "," have computer isn doing CPU core doing technical get touch need processing power"
"3554",0,1468623792,"Tue Apr 07 02:47:50 PDT 2009","NO_QUERY","BekaMurph","My phone is BROKE.  Too bad I could have been sending you EXCITING tweets today on how the city elections are going. Election judge day!","My phone is BROKE  Too bad I could have been sending you EXCITING tweets today on how the city elections are going Election judge day","My phone is BROKE  Too bad I could have been sending you EXCITING tweets today on how the city elections are going Election judge day"," phone is BROKE bad have been sending EXCITING tweets city elections are going Election judge day"
"3555",0,1468623914,"Tue Apr 07 02:47:53 PDT 2009","NO_QUERY","frouse","16km on bike. I'm all hot n sweaty  . The REM marathon continues.","16km on bike I'm all hot n sweaty   The REM marathon continues","16km on bike I m all hot n sweaty   The REM marathon continues"," 16km bike m hot sweaty REM marathon continues"
"3556",0,1468623997,"Tue Apr 07 02:47:55 PDT 2009","NO_QUERY","Narielf","im trying to make a chicken soup like my mothers,... but without a recipe.. this will be interesting... and i cant find matzah. ","im trying to make a chicken soup like my mothers but without a recipe this will be interesting and i cant find matzah ","im trying to make a chicken soup like my mothers but without a recipe this will be interesting and i cant find matzah "," im trying make chicken soup like mothers recipe will be interesting cant find matzah"
"3557",0,1468624271,"Tue Apr 07 02:48:02 PDT 2009","NO_QUERY","BubsyMunster13","has a huge headache ","has a huge headache ","has a huge headache "," has huge headache"
"3558",0,1468624519,"Tue Apr 07 02:48:05 PDT 2009","NO_QUERY","CiaraTrixie","wants &quot;someone&quot; to come over here ","wants quotsomeonequot to come over here ","wants quotsomeonequot to come over here "," wants quotsomeonequot come"
"3559",0,1468624571,"Tue Apr 07 02:48:07 PDT 2009","NO_QUERY","Veeee","@itspink WHAT?BOYZONE ARE REFORMING???I'm never aware of anything ","itspink WHATBOYZONE ARE REFORMINGI'm never aware of anything ","itspink WHATBOYZONE ARE REFORMINGI m never aware of anything "," itspink WHATBOYZONE ARE REFORMINGI m aware"
"3560",0,1468624722,"Tue Apr 07 02:48:09 PDT 2009","NO_QUERY","cloverdash","@Sparkly_Devil1 *hugs* I'm trying really hard to concentrate on the nice dream instead. I'm sorry you had a bad one too, hon ","SparklyDevil1 hugs I'm trying really hard to concentrate on the nice dream instead I'm sorry you had a bad one too hon ","SparklyDevil1 hugs I m trying really hard to concentrate on the nice dream instead I m sorry you had a bad one too hon "," SparklyDevil1 hugs m trying hard concentrate nice dream m sorry had bad hon"
"3561",0,1468624921,"Tue Apr 07 02:48:13 PDT 2009","NO_QUERY","TferThomas","@TheEngTeacher dammit, getting to know this corner very well ","TheEngTeacher dammit getting to know this corner very well ","TheEngTeacher dammit getting to know this corner very well "," TheEngTeacher getting know corner very well"
"3562",0,1468625137,"Tue Apr 07 02:48:18 PDT 2009","NO_QUERY","luckyduh","Ugh, what a waste of 3 hours... ","Ugh what a waste of 3 hours ","Ugh what a waste of 3 hours "," waste hours"
"3563",0,1468625160,"Tue Apr 07 02:48:19 PDT 2009","NO_QUERY","penniless_poet","@charltonbrooker You've got my sympathy - I've got to go have my back X-rayed ","charltonbrooker You've got my sympathy  I've got to go have my back Xrayed ","charltonbrooker You ve got my sympathy  I ve got to go have my back Xrayed "," charltonbrooker ve got sympathy ve got go have back Xrayed"
"3564",0,1468625240,"Tue Apr 07 02:48:21 PDT 2009","NO_QUERY","kreativlink","Time for lunch. I'm so craving spring rolls.... to bad we don't have a chinese near who delivers ","Time for lunch I'm so craving spring rolls to bad we don't have a chinese near who delivers ","Time for lunch I m so craving spring rolls to bad we don t have a chinese near who delivers "," Time lunch m craving spring rolls bad don have chinese near delivers"
"3565",0,1468625371,"Tue Apr 07 02:48:24 PDT 2009","NO_QUERY","danacranston","I don't know how I am getting back to Miami.  It's like no one cares...","I don't know how I am getting back to Miami  It's like no one cares","I don t know how I am getting back to Miami  It s like no one cares"," don know am getting back Miami s like no cares"
"3566",0,1468625547,"Tue Apr 07 02:48:27 PDT 2009","NO_QUERY","m3kx","@Kal_Penn Ok well I think I just got a spoiler for this episode, I haven't seen it yet, i'm in the UK!!  gutted now.","KalPenn Ok well I think I just got a spoiler for this episode I haven't seen it yet i'm in the UK  gutted now","KalPenn Ok well I think I just got a spoiler for this episode I haven t seen it yet i m in the UK  gutted now"," KalPenn well think just got spoiler episode haven seen m UK gutted"
"3567",0,1468625847,"Tue Apr 07 02:48:34 PDT 2009","NO_QUERY","TferThomas","surely is.... this is the first time I have tried to do this ","surely is this is the first time I have tried to do this ","surely is this is the first time I have tried to do this "," is is time have tried do"
"3568",0,1468626067,"Tue Apr 07 02:48:39 PDT 2009","NO_QUERY","Kittysaysrelax","Have a ouchy head which is making me feel sicky ","Have a ouchy head which is making me feel sicky ","Have a ouchy head which is making me feel sicky "," Have ouchy head is making feel sicky"
"3569",0,1468626256,"Tue Apr 07 02:48:43 PDT 2009","NO_QUERY","fgiunchedi","@alessandrod sadness  but please keep updating *hug*","alessandrod sadness  but please keep updating hug","alessandrod sadness  but please keep updating hug"," alessandrod sadness keep updating hug"
"3570",0,1468626263,"Tue Apr 07 02:48:43 PDT 2009","NO_QUERY","MyAppleStuff","@loris_sl morning!!!! how things in Italy today??? Depressing I imagine!!! That is bad news ","lorissl morning how things in Italy today Depressing I imagine That is bad news ","lorissl morning how things in Italy today Depressing I imagine That is bad news "," lorissl morning things Italy Depressing imagine is bad news"
"3571",0,1468626371,"Tue Apr 07 02:48:46 PDT 2009","NO_QUERY","mickyie","@melaniengzuer haha! nah! no more. i go back twice a month. the bus tickets too expensive already ","melaniengzuer haha nah no more i go back twice a month the bus tickets too expensive already ","melaniengzuer haha nah no more i go back twice a month the bus tickets too expensive already "," melaniengzuer haha no go back month bus tickets expensive"
"3572",0,1468626778,"Tue Apr 07 02:48:56 PDT 2009","NO_QUERY","JoJo_84","Really want to see Kasabian at Eden Project 4th july! Just need someone to go with ","Really want to see Kasabian at Eden Project 4th july Just need someone to go with ","Really want to see Kasabian at Eden Project 4th july Just need someone to go with "," want see Kasabian Eden Project need go"
"3573",0,1468626843,"Tue Apr 07 02:48:57 PDT 2009","NO_QUERY","ceedee75","Morning all! It's a grey day in Holland  Come on spring, you can do it!!!","Morning all It's a grey day in Holland  Come on spring you can do it","Morning all It s a grey day in Holland  Come on spring you can do it"," Morning s grey day Holland Come spring do"
"3574",0,1468626858,"Tue Apr 07 02:48:57 PDT 2009","NO_QUERY","Robguy","Sad that the time shift means it's dark when we go home. ","Sad that the time shift means it's dark when we go home ","Sad that the time shift means it s dark when we go home "," Sad time shift means s dark go home"
"3575",0,1468627125,"Tue Apr 07 02:49:04 PDT 2009","NO_QUERY","microlove","@sneffielynn I wish I knew what's going on with TB.  It's driving me crazy.","sneffielynn I wish I knew what's going on with TB  It's driving me crazy","sneffielynn I wish I knew what s going on with TB  It s driving me crazy"," sneffielynn wish knew s going TB s driving crazy"
"3576",0,1468627571,"Tue Apr 07 02:49:13 PDT 2009","NO_QUERY","alesrosina","damn! I have missed #gsoc apply deadline ","damn I have missed gsoc apply deadline ","damn I have missed gsoc apply deadline "," damn have missed gsoc apply deadline"
"3577",0,1468627583,"Tue Apr 07 02:49:13 PDT 2009","NO_QUERY","rachaelsmart","hates revision ","hates revision ","hates revision "," hates revision"
"3578",0,1468627852,"Tue Apr 07 02:49:19 PDT 2009","NO_QUERY","Ingenue_Em","@khensu83 I always feel like that too  have an amazing day though xx","khensu83 I always feel like that too  have an amazing day though xx","khensu83 I always feel like that too  have an amazing day though xx"," khensu83 feel like have amazing day"
"3579",0,1468627911,"Tue Apr 07 02:49:21 PDT 2009","NO_QUERY","tantrixie","http://twitpic.com/2y887 - I miss this! ","http//twitpiccom/2y887  I miss this ","http  twitpiccom 2y887  I miss this "," http twitpiccom miss"
"3580",0,1468628161,"Tue Apr 07 02:49:26 PDT 2009","NO_QUERY","hcyee","Quite busy today, attended 2 appointment. Well, tomorrow going to be another busy day ","Quite busy today attended 2 appointment Well tomorrow going to be another busy day ","Quite busy today attended 2 appointment Well tomorrow going to be another busy day "," busy attended appointment going be busy day"
"3581",0,1468628219,"Tue Apr 07 02:49:28 PDT 2009","NO_QUERY","arichter86","iiiii havent slept yet and i have to be at work in 40 minutes. boo ","iiiii havent slept yet and i have to be at work in 40 minutes boo ","iiiii havent slept yet and i have to be at work in 40 minutes boo "," havent slept have be work minutes boo"
"3582",0,1468628251,"Tue Apr 07 02:49:28 PDT 2009","NO_QUERY","sfuge","Is stuck in history ","Is stuck in history ","Is stuck in history "," Is stuck history"
"3583",0,1468628642,"Tue Apr 07 02:49:37 PDT 2009","NO_QUERY","kenmcguire","@ClaireBoyles Thought as much ","ClaireBoyles Thought as much ","ClaireBoyles Thought as much "," ClaireBoyles Thought"
"3584",0,1468629079,"Tue Apr 07 02:49:45 PDT 2009","NO_QUERY","mizsprieta","Going to work!!! ","Going to work ","Going to work "," Going work"
"3585",0,1468629131,"Tue Apr 07 02:49:46 PDT 2009","NO_QUERY","moximillian","The nowhere land - not 100% sick, but definately not healthy either ","The nowhere land  not 100 sick but definately not healthy either ","The nowhere land  not 100 sick but definately not healthy either "," land sick healthy"
