"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"8091",8091,4,1468324947,"Tue Apr 07 00:59:08 PDT 2009","NO_QUERY","mrjaredjames","@rosiesd So far, you are quite honorable.  Funny how that works, right?! ; ) and yes, I've been having a great night. Going to continue...","rosiesd So far you are quite honorable  Funny how that works right   and yes I've been having a great night Going to continue","rosiesd So far you are quite honorable  Funny how that works right   and yes I ve been having a great night Going to continue"," rosiesd are honorable Funny works right ve been having great night Going continue"
"8775",8775,4,1468422277,"Tue Apr 07 01:34:20 PDT 2009","NO_QUERY","MeganNoelle","I had a blast at the Lily Allen show tonight.  @lilyroseallen, you are awesome! ","I had a blast at the Lily Allen show tonight  lilyroseallen you are awesome ","I had a blast at the Lily Allen show tonight  lilyroseallen you are awesome "," had blast Lily Allen show lilyroseallen are awesome"
"8310",8310,4,1468363974,"Tue Apr 07 01:13:03 PDT 2009","NO_QUERY","rkflores","@leeww only if you decorate my place too ","leeww only if you decorate my place too ","leeww only if you decorate my place too "," leeww only decorate place"
"6829",6829,4,1468133466,"Mon Apr 06 23:53:59 PDT 2009","NO_QUERY","ModestoTweetUp","@TonjaC Good night! ","TonjaC Good night ","TonjaC Good night "," TonjaC Good night"
"1510",1510,0,1468169695,"Tue Apr 07 00:05:39 PDT 2009","NO_QUERY","Orcspit","I am going to be 30 in a month...  Ugh ","I am going to be 30 in a month  Ugh ","I am going to be 30 in a month  Ugh "," am going be month"
"157",157,0,1467852031,"Mon Apr 06 22:30:34 PDT 2009","NO_QUERY","kscud","getting sick  time for some hot tea, studying, and then sleeeep","getting sick  time for some hot tea studying and then sleeeep","getting sick  time for some hot tea studying and then sleeeep"," getting sick time hot tea studying then sleeeep"
"4431",4431,0,1468820928,"Tue Apr 07 03:54:39 PDT 2009","NO_QUERY","derring1","couldn't sleep, up all night, i will regret this when i get home from work ","couldn't sleep up all night i will regret this when i get home from work ","couldn t sleep up all night i will regret this when i get home from work "," couldn sleep night will regret get home work"
"6050",6050,4,1468007345,"Mon Apr 06 23:13:46 PDT 2009","NO_QUERY","Cari_Dale","@JonathanRKnight Don't let the bedbugs bite.   Sweet dreams.","JonathanRKnight Don't let the bedbugs bite   Sweet dreams","JonathanRKnight Don t let the bedbugs bite   Sweet dreams"," JonathanRKnight Don let bedbugs bite Sweet dreams"
"1607",1607,0,1468192862,"Tue Apr 07 00:13:12 PDT 2009","NO_QUERY","causticchick","@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. ","KalPenn The thing that sucks the most is that you were the one I was most excited for even before I knew who the final team would be ","KalPenn The thing that sucks the most is that you were the one I was most excited for even before I knew who the final team would be "," KalPenn thing sucks is were was excited even knew final team be"
"7882",7882,4,1468297007,"Tue Apr 07 00:49:03 PDT 2009","NO_QUERY","tyuiopd","@alexpuig PHPTAL of course  I don't like mixing 2 types of syntax and having to remember to escape variables. OPT2 looks good too.","alexpuig PHPTAL of course  I don't like mixing 2 types of syntax and having to remember to escape variables OPT2 looks good too","alexpuig PHPTAL of course  I don t like mixing 2 types of syntax and having to remember to escape variables OPT2 looks good too"," alexpuig PHPTAL course don like mixing types syntax having remember escape variables OPT2 looks good"
"3271",3271,0,1468557461,"Tue Apr 07 02:24:04 PDT 2009","NO_QUERY","sethjeffery","@chester_see Yes, I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle. ","chestersee Yes I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle ","chestersee Yes I often take the risk of running down the DLR steps but today I just missed that last step and twisted my ankle "," chestersee take risk running DLR steps just missed last step twisted ankle"
"8012",8012,4,1468321934,"Tue Apr 07 00:58:01 PDT 2009","NO_QUERY","SurveyPirate","Ok guys - we've officially launched new languages #Swedish and #Russian - really fun, if you ask me!  www.surveypirate.com","Ok guys  we've officially launched new languages Swedish and Russian  really fun if you ask me  wwwsurveypiratecom","Ok guys  we ve officially launched new languages Swedish and Russian  really fun if you ask me  wwwsurveypiratecom"," guys ve launched new languages Swedish Russian fun ask wwwsurveypiratecom"
"9054",9054,4,1468462669,"Tue Apr 07 01:49:13 PDT 2009","NO_QUERY","rossedwards","@Ken_Day that's Pareto's Principle in action ","KenDay that's Pareto's Principle in action ","KenDay that s Pareto s Principle in action "," KenDay s Pareto s Principle action"
"9668",9668,4,1468555144,"Tue Apr 07 02:23:12 PDT 2009","NO_QUERY","gem_heaven","@rowanberry  ohhh sending loads of Positive vibes your way ","rowanberry  ohhh sending loads of Positive vibes your way ","rowanberry  ohhh sending loads of Positive vibes your way "," rowanberry ohhh sending loads Positive vibes way"
"3569",3569,0,1468626256,"Tue Apr 07 02:48:43 PDT 2009","NO_QUERY","fgiunchedi","@alessandrod sadness  but please keep updating *hug*","alessandrod sadness  but please keep updating hug","alessandrod sadness  but please keep updating hug"," alessandrod sadness keep updating hug"
"3418",3418,0,1468591243,"Tue Apr 07 02:35:58 PDT 2009","NO_QUERY","harissamin","wants an iphone ","wants an iphone ","wants an iphone "," wants iphone"
"642",642,0,1467972493,"Mon Apr 06 23:03:43 PDT 2009","NO_QUERY","HeidiCortez","is at Beso in Hollywood... so tired ","is at Beso in Hollywood so tired ","is at Beso in Hollywood so tired "," is Beso Hollywood tired"
"3346",3346,0,1468572912,"Tue Apr 07 02:29:37 PDT 2009","NO_QUERY","andrewmcphee","moving moving moving, keep those boxes moving, Rawhide!! think i've gone delirious from moving ","moving moving moving keep those boxes moving Rawhide think i've gone delirious from moving ","moving moving moving keep those boxes moving Rawhide think i ve gone delirious from moving "," moving moving moving keep boxes moving Rawhide think ve gone delirious moving"
"2273",2273,0,1468340529,"Tue Apr 07 01:04:30 PDT 2009","NO_QUERY","moriesbel","shutting off twitter ","shutting off twitter ","shutting off twitter "," shutting twitter"
"1140",1140,0,1468093327,"Mon Apr 06 23:40:36 PDT 2009","NO_QUERY","ergoelaine","bedtime. wake up call at 7am ","bedtime wake up call at 7am ","bedtime wake up call at 7am "," bedtime wake call"
"5050",5050,4,1467824454,"Mon Apr 06 22:23:20 PDT 2009","NO_QUERY","vmdavinci","@r_keith_hill Thanks for your response. Ihad already find this answer ","rkeithhill Thanks for your response Ihad already find this answer ","rkeithhill Thanks for your response Ihad already find this answer "," rkeithhill Thanks response Ihad find answer"
"2985",2985,0,1468491766,"Tue Apr 07 02:00:11 PDT 2009","NO_QUERY","alsiladka","My cousins can't stop playing Frozen Bubble Twisted &amp; Resco Bubble. Bye bye #N85, see you after a week or two ","My cousins can't stop playing Frozen Bubble Twisted amp Resco Bubble Bye bye N85 see you after a week or two ","My cousins can t stop playing Frozen Bubble Twisted amp Resco Bubble Bye bye N85 see you after a week or two "," cousins stop playing Frozen Bubble Twisted amp Resco Bubble bye N85 see week"
"3123",3123,0,1468522061,"Tue Apr 07 02:10:58 PDT 2009","NO_QUERY","fiendishfish","Am gutted, checked weather report for the wrong day! No fishing for me today ","Am gutted checked weather report for the wrong day No fishing for me today ","Am gutted checked weather report for the wrong day No fishing for me today "," Am gutted checked weather report wrong day No fishing"
"9553",9553,4,1468531420,"Tue Apr 07 02:14:28 PDT 2009","NO_QUERY","corruption_x","Morninggggg  how am i just up now when my alarm went off two hours a go...","Morninggggg  how am i just up now when my alarm went off two hours a go","Morninggggg  how am i just up now when my alarm went off two hours a go"," Morninggggg am just alarm went hours go"
"2401",2401,0,1468371395,"Tue Apr 07 01:15:42 PDT 2009","NO_QUERY","tlelover91","Stephen just left,  i miss him sooo much....","Stephen just left  i miss him sooo much","Stephen just left  i miss him sooo much"," Stephen just left miss sooo"
"4507",4507,0,1468837361,"Tue Apr 07 03:59:45 PDT 2009","NO_QUERY","KellyKB","Good morning fellow tweets, there is allot of spamers on here.    but thats ok, I'll just get rid of them.","Good morning fellow tweets there is allot of spamers on here    but thats ok I'll just get rid of them","Good morning fellow tweets there is allot of spamers on here    but thats ok I ll just get rid of them"," Good morning fellow tweets is allot spamers thats ok ll just get rid"
"8337",8337,4,1468365337,"Tue Apr 07 01:13:32 PDT 2009","NO_QUERY","critter_TV","I'm up; it's time for pain meds ","I'm up it's time for pain meds ","I m up it s time for pain meds "," m s time pain meds"
"8486",8486,4,1468381484,"Tue Apr 07 01:19:26 PDT 2009","NO_QUERY","teenymunchkins","@MilkyMooMoo nice and sunn here too in Cambs ","MilkyMooMoo nice and sunn here too in Cambs ","MilkyMooMoo nice and sunn here too in Cambs "," MilkyMooMoo nice sunn Cambs"
"4326",4326,0,1468794135,"Tue Apr 07 03:46:11 PDT 2009","NO_QUERY","andreapalasi","has a lot of shit to catch up on ","has a lot of shit to catch up on ","has a lot of shit to catch up on "," has lot shit catch"
"6203",6203,4,1468037802,"Mon Apr 06 23:23:11 PDT 2009","NO_QUERY","oilman","@TJ_Sopher damn right - the grill is always open down here ","TJSopher damn right  the grill is always open down here ","TJSopher damn right  the grill is always open down here "," TJSopher damn right grill is open"
"1961",1961,0,1468273700,"Tue Apr 07 00:40:49 PDT 2009","NO_QUERY","convoy3571","Went to the doctor's today and my blood sugar level was 178. ","Went to the doctor's today and my blood sugar level was 178 ","Went to the doctor s today and my blood sugar level was 178 "," Went doctor s blood sugar level was"
"1707",1707,0,1468214335,"Tue Apr 07 00:20:20 PDT 2009","NO_QUERY","kkjordan","@martiy ouchies.    have a good day .......and goodnight @SuperTim.","martiy ouchies    have a good day and goodnight SuperTim","martiy ouchies    have a good day and goodnight SuperTim"," martiy ouchies have good day goodnight SuperTim"
"3904",3904,0,1468700223,"Tue Apr 07 03:14:37 PDT 2009","NO_QUERY","nekoretro","@Rammi I love Chinatown and its cheap stuffs, but I hardly communicate with the sellers, they can't speak English ","Rammi I love Chinatown and its cheap stuffs but I hardly communicate with the sellers they can't speak English ","Rammi I love Chinatown and its cheap stuffs but I hardly communicate with the sellers they can t speak English "," Rammi love Chinatown cheap stuffs communicate sellers speak English"
"2783",2783,0,1468449414,"Tue Apr 07 01:44:23 PDT 2009","NO_QUERY","TheRealKarl","You know what sucks? Finding out I have a burned out tail light when the stores are closed. Plus, they are not open before I work. ","You know what sucks Finding out I have a burned out tail light when the stores are closed Plus they are not open before I work ","You know what sucks Finding out I have a burned out tail light when the stores are closed Plus they are not open before I work "," know sucks Finding have burned tail light stores are closed Plus are open work"
"5803",5803,4,1467970328,"Mon Apr 06 23:03:06 PDT 2009","NO_QUERY","twinksy","@Tammi_LA Miss you! When are you free this week??  Can we do Yuri or something?","TammiLA Miss you When are you free this week  Can we do Yuri or something","TammiLA Miss you When are you free this week  Can we do Yuri or something"," TammiLA Miss are free week do Yuri"
"6818",6818,4,1468132768,"Mon Apr 06 23:53:43 PDT 2009","NO_QUERY","sh00nya","@epidaetia whats bad abt it? good thing indeed  congrats..when is the summit","epidaetia whats bad abt it good thing indeed  congratswhen is the summit","epidaetia whats bad abt it good thing indeed  congratswhen is the summit"," epidaetia whats bad abt good thing congratswhen is summit"
"102",102,0,1467837189,"Mon Apr 06 22:26:38 PDT 2009","NO_QUERY","cityrat59","@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ","mangaaa I hope they will increase the capacity fast yesterday was such a pain Got the fail whale 15 times in 2 hours ","mangaaa I hope they will increase the capacity fast yesterday was such a pain Got the fail whale 15 times in 2 hours "," mangaaa hope will increase capacity fast was pain Got fail whale times hours"
"6271",6271,4,1468053176,"Mon Apr 06 23:28:01 PDT 2009","NO_QUERY","sarahagg","All the weight lost through healthy eating (slimming world) ","All the weight lost through healthy eating slimming world ","All the weight lost through healthy eating slimming world "," weight lost healthy eating slimming world"
"8437",8437,4,1468379765,"Tue Apr 07 01:18:47 PDT 2009","NO_QUERY","gregorygo","@SuburbanDollar thanks for the heads up! alexa stats should be updating again. http://bit.ly/top-pf-blogs ","SuburbanDollar thanks for the heads up alexa stats should be updating again http//bitly/toppfblogs ","SuburbanDollar thanks for the heads up alexa stats should be updating again http  bitly toppfblogs "," SuburbanDollar thanks heads alexa stats be updating http bitly toppfblogs"
"5093",5093,4,1467825811,"Mon Apr 06 22:23:42 PDT 2009","NO_QUERY","JX_George","listening to some music and just chilling....I'll probably regret not getting work done...but till then i'm just gonna kick back ","listening to some music and just chillingI'll probably regret not getting work donebut till then i'm just gonna kick back ","listening to some music and just chillingI ll probably regret not getting work donebut till then i m just gonna kick back "," listening music just chillingI ll regret getting work donebut then m just gonna kick back"
